"Share of RES in total generation (%)","9.52","7.42","17.35","0.41","0.08","9.20"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","48.12","17.82","41.54","28.79","42.05","32.58"
