"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","466","1031","390","394","9","2290"
"Hydro","324","9","44","75","16","467"
"Nuclear","27","30","46","0","0","103"
"Gas, Naptha & Diesel","29","46","11","0","22","108"
"RES (Wind, Solar, Biomass & Others)","48","158","266","1","0","474"
"Total","895","1273","757","470","47","3442"
