"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.0","-90.0","43.1","-68.3","6.3"
"Actual(MU)","113.1","-94.6","43.9","-66.2","2.6"
"O/D/U/D(MU)","8.1","-4.6","0.8","2.1","-3.7"
