"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4787","0","89.7","38.5","-1.3","142"
"","Haryana","4858","0","82.4","52.8","-1.3","411"
"","Rajasthan","7848","205","155.0","69.1","-3.6","231"
"","Delhi","3290","36","58.9","39.0","0.3","495"
"","UP","9293","1745","201.7","77.7","-3.9","583"
"","Uttarakhand","1619","35","28.9","19.9","0.3","175"
"","HP","1257","63","24.0","17.6","1.1","123"
"","J&K","1841","100","39.0","31.7","2.0","247"
"","Chandigarh","190","0","3.4","3.1","0.2","32"
"WR","Chhattisgarh","2703","80","57.9","11.1","0.0","251"
"","Gujarat","10825","0","238.9","67.6","-0.3","1098"
"","MP","5401","60","104.9","44.4","1.0","699"
"","Maharashtra","15607","232","334.1","86.6","1.7","706"
"","Goa","405","5","8.3","7.8","-0.1","164"
"","DD","227","3","5.5","5.4","0.1","25"
"","DNH","594","6","13.8","14.3","-0.5","19"
"","Essar steel","316","4","6.8","7.4","-0.6","37"
"SR","Andhra Pradesh","11607","1400","258.2","89.8","4.8","523"
"","Karnataka","8469","400","186.5","24.3","1.5","288"
"","Kerala","3467","75","65.2","31.0","1.8","308"
"","Tamil Nadu","11601","1400","257.0","92.6","2.9","509"
"","Pondy","296","0","5.8","5.8","0.0","29"
"ER","Bihar","2059","250","37.8","36.8","-1.3","120"
"","DVC","2574","120","53.7","-21.4","-2.1","240"
"","Jharkhand","944","0","17.0","9.3","-0.9","70"
"","Odisha","3598","0","66.5","6.0","2.6","320"
"","West Bengal","6207","5","111.2","20.2","1.2","390"
"","Sikkim","92","0","1.6","1.4","0.2","18"
"NER","Arunachal Pradesh","114","1","1.2","1.1","0.1","49"
"","Assam","965","222","18.0","10.5","2.1","166"
"","Manipur","104","4","1.5","1.0","0.4","53"
"","Meghalaya","285","3","4.1","2.9","0.1","56"
"","Mizoram","77","3","0.9","0.7","0.0","26"
"","Nagaland","94","6","1.2","1.3","-0.4","29"
"","Tripura","165","34","3.0","-1.3","2.0","108"
