"","NR","WR","SR","ER","NER"
"Schedule(MU)","125.8","-95.3","40.3","-78.7","4.2"
"Actual(MU)","117.1","-88.6","39.2","-71.4","2.7"
"O/D/U/D(MU)","-8.7","6.7","-1.1","7.3","-1.5"
