"","NR","WR","SR","ER","NER","All India"
"Coal","442","974","297","375","10","2097"
"Lignite","16","14","44","0","0","74"
"Hydro","139","51","158","69","13","430"
"Nuclear","28","23","60","0","0","111"
"Gas, Naptha & Diesel","24","32","16","0","25","96"
"RES (Wind, Solar, Biomass & Others)","26","30","110","2","0","168"
"Total","675","1124","684","446","47","2976"
