"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","160.2","-235.2","112.2","-36.9","-1.7","-1.4"
"Actual(MU)","137.0","-237.0","113.5","-15.0","3.7","2.2"
"O/D/U/D(MU)","-23.2","-1.8","1.3","21.9","5.4","3.6"
