"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8447","0","189.7","93.6","0.4","217"
"","Haryana","8482","0","168.0","119.7","-1.0","192"
"","Rajasthan","9644","0","209.9","74.9","2.9","377"
"","Delhi","4903","0","103.9","77.5","0.7","238"
"","UP","14601","45","313.9","130.7","-0.6","360"
"","Uttarakhand","1838","0","37.4","12.1","0.2","199"
"","HP","1280","0","30.8","3.9","4.9","456"
"","J&K","1783","446","34.1","15.0","-1.3","234"
"","Chandigarh","242","0","4.8","5.2","-0.4","20"
"WR","Chhattisgarh","3637","0","84.5","31.1","0.4","336"
"","Gujarat","14076","0","309.8","71.5","-3.8","534"
"","MP","7385","0","159.1","93.3","-2.2","438"
"","Maharashtra","16239","0","344.9","122.2","1.4","452"
"","Goa","412","0","8.2","8.3","-0.7","-3"
"","DD","322","0","7.1","6.9","0.2","55"
"","DNH","755","0","17.4","17.7","-0.3","24"
"","Essar steel","579","0","12.0","11.8","0.2","223"
"SR","Andhra Pradesh","6023","0","130.7","10.2","1.5","802"
"","Telangana","5559","0","113.7","52.9","0.6","442"
"","Karnataka","7998","300","175.5","58.9","-0.2","678"
"","Kerala","3480","0","65.0","48.0","1.4","165"
"","Tamil Nadu","14085","0","305.8","123.6","-0.1","655"
"","Pondy","341","0","7.1","7.3","-0.2","44"
"ER","Bihar","3588","0","74.5","69.5","2.9","150"
"","DVC","2682","0","62.3","-25.2","3.0","400"
"","Jharkhand","1095","0","22.0","16.5","-0.2","80"
"","Odisha","3814","0","72.9","23.3","1.3","200"
"","West Bengal","7845","0","144.7","42.9","1.1","250"
"","Sikkim","84","0","1.1","1.4","-0.2","20"
"NER","Arunachal Pradesh","89","4","1.4","2.1","-0.7","28"
"","Assam","1560","59","27.5","19.8","2.3","211"
"","Manipur","125","2","1.9","2.5","-0.6","63"
"","Meghalaya","230","0","4.5","1.8","0.6","70"
"","Mizoram","67","2","1.1","1.1","0.0","25"
"","Nagaland","101","3","2.0","1.7","0.2","23"
"","Tripura","250","0","6.1","3.4","0.8","35"
