"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4316","0","77.2","32.7","1.0","239"
"","Haryana","5433","284","99.4","44.7","-1.3","267"
"","Rajasthan","8656","0","176.6","64.2","-2.4","152"
"","Delhi","3714","0","66.0","44.2","-0.9","154"
"","UP","9622","2325","215.0","90.5","-2.2","228"
"","Uttarakhand","1763","40","33.1","23.6","1.9","250"
"","HP","1301","0","24.2","19.0","0.8","106"
"","J&K","1863","100","39.7","34.7","-0.5","194"
"","Chandigarh","212","0","3.6","3.0","0.6","64"
"WR","Chhattisgarh","2997","27","67.6","25.0","2.5","380"
"","Gujarat","11015","11","235.1","44.9","2.8","368"
"","MP","6405","9","119.9","58.8","-4.8","350"
"","Maharashtra","16809","148","358.3","111.1","2.5","394"
"","Goa","379","1","7.7","7.5","-0.5","49"
"","DD","244","0","6.0","5.9","0.1","58"
"","DNH","645","1","15.3","15.0","0.3","73"
"","Essar steel","201","0","4.2","4.2","0.0","75"
"SR","Andhra Pradesh","12112","200","269.7","92.5","7.8","491"
"","Karnataka","8922","500","184.5","20.2","1.0","395"
"","Kerala","3187","150","60.3","29.9","2.8","307"
"","Tamil Nadu","12201","756","253.5","93.6","-0.3","380"
"","Pondy","301","0","5.4","6.0","-0.6","30"
"ER","Bihar","2090","550","40.7","39.2","1.5","200"
"","DVC","2611","0","58.3","-16.6","-1.2","190"
"","Jharkhand","1068","0","21.4","11.3","-1.4","110"
"","Odisha","3526","0","64.3","15.2","3.1","520"
"","West Bengal","6204","37","110.8","21.2","5.9","400"
"","Sikkim","77","0","1.2","1.4","-0.2","20"
"NER","Arunachal Pradesh","113","2","1.5","1.3","0.2","48"
"","Assam","942","230","19.2","12.1","2.3","228"
"","Manipur","128","2","1.6","1.6","0.0","51"
"","Meghalaya","288","2","5.0","3.4","0.4","65"
"","Mizoram","79","1","1.3","1.0","0.1","31"
"","Nagaland","102","1","1.6","1.4","-0.1","26"
"","Tripura","201","0","2.9","2.2","-1.8","48"
