"","NR","WR","SR","ER","NER","All India"
"Coal","334","843","411","351","7","1945"
"Lignite","18","13","45","0","0","76"
"Hydro","144","29","63","32","4","272"
"Nuclear","19","33","69","0","0","121"
"Gas, Naptha & Diesel","27","63","20","0","22","132"
"RES (Wind, Solar, Biomass & Others)","63","70","142","5","0","280"
"Total","605","1052","750","387","33","2827"
