"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.035","0.00","0.00","7.21","7.21","78.07","14.72"
"SR GRID","0.035","0.00","0.00","7.21","7.21","78.07","14.72"
