"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38255","43630","35847","16989","2280","137001"
"Peak Shortage (MW)","939","19","0","150","174","1282"
"Energy Met (MU)","826","1025","834","367","40","3092"
"Hydro Gen(MU)","252","31","36","41","18","378"
"Wind Gen(MU)","30","94","89","----------","----------","213"
