"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.5","0.1","64.9","35.0"
"SR GRID","0.0","0.0","1.8","7.6","1.8","95.4","2.9"
