"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4699","0","97.9","36.9","-0.1","290","0.0"
"","Haryana","5830","0","107.5","67.9","0.8","193","0.0"
"","Rajasthan","10251","0","204.0","67.0","1.9","247","0.0"
"","Delhi","3187","0","61.8","52.3","0.5","146","0.0"
"","UP","12550","730","282.2","99.4","0.6","230","1.9"
"","Uttarakhand","1579","0","30.5","13.0","-1.2","78","0.0"
"","HP","1249","0","23.0","15.3","0.1","150","0.0"
"","J&K","1943","486","39.6","34.4","-0.7","86","9.3"
"","Chandigarh","150","0","2.8","3.2","-0.3","4","0.0"
"WR","Chhattisgarh","3152","0","63.8","19.3","-2.6","75","0.0"
"","Gujarat","14116","0","306.4","78.8","0.9","677","0.0"
"","MP","10942","0","233.8","164.0","0.2","430","0.0"
"","Maharashtra","19191","0","405.1","118.1","0.1","645","0.0"
"","Goa","454","0","9.2","8.2","1.0","29","0.0"
"","DD","283","0","6.6","6.3","0.3","43","0.0"
"","DNH","731","0","16.6","16.6","0.1","44","0.0"
"","Essar steel","476","0","9.7","9.7","0.0","172","0.0"
"SR","Andhra Pradesh","7490","0","149.1","54.9","1.7","437","0.0"
"","Telangana","6668","0","145.4","49.2","-2.5","296","0.0"
"","Karnataka","8273","0","172.7","78.0","1.7","550","0.5"
"","Kerala","3040","0","58.5","46.1","0.8","240","0.0"
"","Tamil Nadu","10855","0","227.8","136.8","-1.2","499","0.0"
"","Pondy","266","0","5.5","6.1","-0.7","37","0.0"
"ER","Bihar","3737","0","64.8","60.0","-0.7","220","0.0"
"","DVC","3088","0","64.9","-23.8","3.5","225","0.3"
"","Jharkhand","981","0","22.7","13.7","0.3","85","0.3"
"","Odisha","4000","0","71.9","35.7","4.9","250","0.0"
"","West Bengal","6538","0","109.1","19.4","3.9","300","0.0"
"","Sikkim","84","0","1.1","1.1","0.0","12","0.0"
"NER","Arunachal Pradesh","120","2","2.4","2.0","0.4","7","0.0"
"","Assam","1370","65","22.7","16.7","0.9","139","0.5"
"","Manipur","166","2","2.3","2.4","-0.1","19","0.0"
"","Meghalaya","301","0","5.4","2.5","-0.1","59","0.0"
"","Mizoram","74","1","1.4","1.1","0.2","15","0.0"
"","Nagaland","126","1","2.2","1.5","0.1","19","0.0"
"","Tripura","221","0","3.3","1.8","0.4","75","0.0"
