"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","609","1301","565","397","49","2920"
"Hydro","160","33","114","76","0","384"
"Nuclear","24","27","43","0","0","94"
"Gas, Naptha & Diesel","48","66","25","0","0","139"
"RES (Wind, Solar, Biomass & Others)","42","43","121","2","0","208"
"Total","882","1471","868","474","49","3745"
