"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","117.0","-204.0","137.8","-48.3","-2.8","-0.3"
"Actual(MU)","83.3","-207.6","165.7","-42.1","-3.4","-4.1"
"O/D/U/D(MU)","-33.7","-3.6","27.9","6.2","-0.6","-3.8"
