"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.96","12.88","14.84","56.35","28.81"
"SR GRID","0.00","0.00","1.96","12.88","14.84","56.35","B. Frequency Profile (%)28.81"
