"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.0","2.5","1.0","87.1","11.9"
"SR GRID","0.0","0.0","5.3","11.5","5.3","94.0","0.8"
