"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5078","0","101.5","24.8","-1.3","162","0.0"
"","Haryana","6322","0","117.9","58.5","1.0","205","0.0"
"","Rajasthan","10723","607","215.3","76.2","3.8","395","2.5"
"","Delhi","3814","0","66.5","50.3","-0.5","167","0.0"
"","UP","13884","560","288.4","100.2","-0.6","732","0.0"
"","Uttarakhand","2060","0","36.4","29.5","-0.7","178","0.0"
"","HP","1525","0","27.0","22.6","0.6","172","0.0"
"","J&K","2184","546","45.7","43.0","-1.1","83","10.8"
"","Chandigarh","227","0","3.6","3.2","0.4","44","0.0"
"WR","Chhattisgarh","3292","0","74.4","8.4","0.5","240","0.4"
"","Gujarat","14276","0","301.7","125.8","-0.5","278","0.0"
"","MP","11704","0","215.9","121.5","-0.8","537","0.0"
"","Maharashtra","20925","0","421.0","129.9","-1.8","304","0.0"
"","Goa","489","0","9.9","8.8","0.4","65","0.0"
"","DD","325","0","7.4","6.5","0.8","81","0.0"
"","DNH","755","0","17.7","16.4","1.3","85","0.0"
"","Essar steel","468","0","9.7","10.2","-0.5","120","0.0"
"SR","Andhra Pradesh","8515","0","169.2","44.1","-0.1","516","0.2"
"","Telangana","9091","0","183.7","76.1","4.5","323","0.2"
"","Karnataka","9909","0","209.6","85.9","-2.7","604","0.3"
"","Kerala","3524","0","67.8","49.7","1.2","189","0.1"
"","Tamil Nadu","13477","0","284.0","156.0","1.3","460","0.4"
"","Pondy","336","0","6.6","7.0","-0.3","29","0.0"
"ER","Bihar","3908","0","69.5","61.5","-0.3","400","0.3"
"","DVC","3110","0","65.3","-35.8","0.8","943","0.6"
"","Jharkhand","1136","0","23.9","13.8","-0.1","50","0.0"
"","Odisha","4139","0","73.2","21.2","-2.2","350","0.0"
"","West Bengal","6691","0","115.0","18.4","0.4","300","0.0"
"","Sikkim","105","0","1.5","1.8","-0.3","10","0.0"
"NER","Arunachal Pradesh","116","2","2.3","1.9","0.4","35","0.0"
"","Assam","1370","41","22.1","19.6","0.9","154","0.4"
"","Manipur","186","4","2.6","2.8","-0.2","14","0.0"
"","Meghalaya","306","9","5.6","3.7","-0.1","47","0.0"
"","Mizoram","92","6","1.8","0.9","0.1","31","0.0"
"","Nagaland","109","7","2.0","1.8","0.1","41","0.0"
"","Tripura","224","0","3.8","2.1","0.3","62","0.0"
