"","NR","WR","SR","ER","NER"
"Schedule(MU)","124.8","-105.3","48.4","-73.0","1.5"
"Actual(MU)","122.8","-113.1","52.1","-71.2","7.0"
"O/D/U/D(MU)","-2.0","-7.8","3.7","1.8","5.5"
