"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9109","0","202.5","125.0","-1.4","116"
"","Haryana","7569","0","156.7","112.6","-2.5","276"
"","Rajasthan","8182","0","181.6","43.9","-1.6","232"
"","Delhi","5003","0","105.3","76.8","-2.2","714"
"","UP","12127","1630","270.8","125.1","0.1","437"
"","Uttarakhand","1747","10","37.7","20.2","0.5","97"
"","HP","1194","0","25.0","2.2","-0.9","38"
"","J&K","1436","100","27.8","16.2","-0.2","209"
"","Chandigarh","313","0","6.0","5.6","0.4","51"
"WR","Chhattisgarh","2893","59","70.0","16.7","-1.2","180"
"","Gujarat","13036","38","290.3","44.6","1.1","296"
"","MP","6493","22","141.7","79.4","-1.3","341"
"","Maharashtra","18851","211","413.3","108.5","1.5","515"
"","Goa","384","1","8.6","7.0","1.2","68"
"","DD","285","1","6.5","6.3","0.2","35"
"","DNH","659","2","12.7","15.1","-2.4","42"
"","Essar steel","480","1","10.2","10.9","-0.8","11"
"SR","Andhra Pradesh","5884","500","134.1","21.5","1.4","358"
"","Telangana","5370","700","119.3","68.7","2.2","492"
"","Karnataka","7821","900","171.7","26.7","1.2","283"
"","Kerala","3165","650","59.4","34.8","1.9","215"
"","Tamil Nadu","13591","0","292.8","73.3","1.0","314"
"","Pondy","327","0","7.3","7.3","0.0","32"
"ER","Bihar","2298","300","46.1","43.1","-0.1","220"
"","DVC","2493","0","58.6","-14.0","1.1","350"
"","Jharkhand","866","0","19.9","9.5","-1.7","15"
"","Odisha","3288","200","71.6","24.4","4.0","650"
"","West Bengal","6885","31","136.2","36.8","-0.2","320"
"","Sikkim","88","0","1.3","1.4","0.0","35"
"NER","Arunachal Pradesh","103","4","1.6","1.8","-0.3","27"
"","Assam","1120","238","20.7","12.1","3.3","193"
"","Manipur","99","20","1.5","1.7","-0.2","37"
"","Meghalaya","236","4","4.5","0.5","-0.1","47"
"","Mizoram","68","8","1.1","0.9","-0.1","21"
"","Nagaland","111","6","1.7","1.7","-0.1","39"
"","Tripura","190","52","3.6","-1.2","2.5","137"
