"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.5","-99.2","49.5","-71.9","-5.2"
"Actual(MU)","117.8","-107.3","56.1","-61.8","-6.8"
"O/D/U/D(MU)","-4.7","-8.1","6.6","10.1","-1.6"
