"","NR","WR","SR","ER","NER","All India"
"Coal","414","836","266","325","10","1850"
"Lignite","17","11","42","0","0","70"
"Hydro","141","31","143","82","19","416"
"Nuclear","24","29","60","0","0","113"
"Gas, Naptha & Diesel","23","34","16","0","21","94"
"RES (Wind, Solar, Biomass & Others)","45","82","93","2","0","222"
"Total","663","1023","621","409","49","2765"
