"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5499","0","110.7","46.7","1.3","261","0.0"
"","Haryana","6644","0","130.2","80.0","2.3","230","0.0"
"","Rajasthan","9183","184","191.2","63.9","1.0","372","0.7"
"","Delhi","3826","0","77.2","65.0","-1.2","99","0.0"
"","UP","13560","0","312.2","125.8","0.9","237","4.6"
"","Uttarakhand","1720","0","32.8","12.8","-0.5","91","0.0"
"","HP","1354","0","24.5","14.7","0.5","187","0.0"
"","J&K","1956","489","40.0","32.8","-0.4","122","9.4"
"","Chandigarh","184","0","3.5","4.0","-0.5","9","0.0"
"WR","Chhattisgarh","3443","0","77.7","28.8","-1.0","122","0.0"
"","Gujarat","13614","0","271.4","61.8","-1.2","326","0.0"
"","MP","9822","0","216.8","148.3","-5.6","464","0.0"
"","Maharashtra","18534","0","401.3","131.4","2.0","456","0.0"
"","Goa","505","0","10.2","9.8","0.3","32","0.0"
"","DD","310","0","6.8","5.9","1.0","90","0.0"
"","DNH","740","0","16.4","16.4","0.6","110","0.0"
"","Essar steel","494","0","9.8","9.8","0.2","186","0.0"
"SR","Andhra Pradesh","7750","0","166.7","69.0","3.4","490","0.0"
"","Telangana","7232","0","161.0","54.1","-1.2","512","0.0"
"","Karnataka","8056","0","162.0","67.8","2.2","457","0.0"
"","Kerala","3480","0","66.7","48.6","1.2","242","0.0"
"","Tamil Nadu","13128","0","291.5","149.2","1.4","600","0.0"
"","Pondy","348","0","7.3","7.5","-0.2","35","0.0"
"ER","Bihar","4456","0","78.9","70.9","-0.6","70","0.0"
"","DVC","2981","0","64.2","-18.5","4.5","270","0.0"
"","Jharkhand","1136","0","23.8","14.2","-0.7","60","0.0"
"","Odisha","4177","0","87.2","43.5","0.5","650","0.0"
"","West Bengal","8518","0","143.0","44.9","3.9","550","0.0"
"","Sikkim","99","0","1.2","1.8","-0.6","21","0.0"
"NER","Arunachal Pradesh","112","7","2.2","2.4","-0.2","7","0.0"
"","Assam","1589","80","24.8","19.2","0.1","141","0.8"
"","Manipur","142","8","2.4","2.5","-0.1","20","0.0"
"","Meghalaya","278","4","5.2","-1.1","-0.3","126","0.0"
"","Mizoram","67","11","1.4","1.3","0.0","15","0.0"
"","Nagaland","117","4","2.2","1.7","-0.1","23","0.0"
"","Tripura","229","6","4.6","3.0","1.2","90","0.0"
