"Share of RES in total generation (%)","7.59","8.10","17.76","0.37","0.06","8.89"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.44","11.61","29.83","14.34","17.00","22.34"
