"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4978","0","100.0","43.7","1.1","296"
"","Haryana","6250","0","114.9","60.5","-0.9","284"
"","Rajasthan","10025","0","212.7","78.2","0.7","266"
"","Delhi","3394","0","62.2","46.3","0.3","224"
"","UP","9909","1700","220.7","100.8","-3.0","827"
"","Uttarakhand","1798","75","34.6","24.6","3.0","236"
"","HP","1417","0","26.1","19.7","1.5","180"
"","J&K","2014","503","43.6","35.9","1.5","151"
"","Chandigarh","198","0","3.5","3.6","0.3","24"
"WR","Chhattisgarh","3054","299","67.6","27.1","0.2","203"
"","Gujarat","12438","10","264.4","71.2","5.0","356"
"","MP","10141","0","213.7","125.3","-3.7","269"
"","Maharashtra","19388","21","408.2","97.5","-0.6","649"
"","Goa","424","0","8.0","7.7","0.3","53"
"","DD","288","0","6.4","6.1","0.3","40"
"","DNH","671","0","15.4","15.8","-0.4","41"
"","Essar steel","420","0","8.4","9.1","-0.7","95"
"SR","Andhra Pradesh","6315","0","128.4","21.9","0.5","638"
"","Telangana","5919","0","133.8","83.9","1.7","174"
"","Karnataka","7491","800","170.1","41.1","3.8","592"
"","Kerala","3257","0","62.5","42.9","1.6","208"
"","Tamil Nadu","11852","0","232.2","108.0","0.9","546"
"","Pondy","293","0","5.8","5.8","0.0","46"
"ER","Bihar","3129","0","62.1","61.8","0.1","438"
"","DVC","2406","0","56.6","-14.0","-1.5","58"
"","Jharkhand","999","0","23.5","10.5","1.1","70"
"","Odisha","3384","0","61.3","22.4","-1.2","174"
"","West Bengal","6961","0","124.6","22.2","2.4","225"
"","Sikkim","105","0","2.3","1.3","1.0","32"
"NER","Arunachal Pradesh","102","4","1.8","1.3","0.5","61"
"","Assam","1303","13","20.3","13.4","1.9","235"
"","Manipur","148","4","2.4","2.2","0.1","39"
"","Meghalaya","324","1","5.3","4.1","-0.2","91"
"","Mizoram","84","1","1.3","1.0","0.2","30"
"","Nagaland","107","1","1.8","1.5","0.3","42"
"","Tripura","207","4","3.1","-1.2","1.1","95"
