"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9154","1375","213.9","110.7","0.5","108"
"","Haryana","9043","0","191.8","93.9","-1.1","179"
"","Rajasthan","9604","233","212.3","72.0","4.7","557"
"","Delhi","5421","3","114.3","82.9","1.4","374"
"","UP","10257","4720","250.3","114.5","6.5","778"
"","Uttarakhand","1582","270","35.3","14.6","2.0","232"
"","HP","1248","0","26.2","-0.3","1.3","153"
"","J&K","1615","100","22.1","15.0","4.0","377"
"","Chandigarh","334","0","6.3","5.1","1.2","97"
"WR","Chhattisgarh","3354","42","75.3","21.1","-0.7","194"
"","Gujarat","11171","31","253.3","50.4","-2.7","236"
"","MP","7429","0","159.5","71.3","5.2","415"
"","Maharashtra","15971","785","353.5","96.1","2.1","309"
"","Goa","385","0","8.0","7.2","0.4","41"
"","DD","272","0","6.2","5.3","0.9","74"
"","DNH","647","0","14.6","14.2","0.4","82"
"","Essar steel","281","0","6.2","6.1","0.0","11"
"SR","Andhra Pradesh","6308","0","135.1","24.5","-1.4","372"
"","Telangana","6630","500","143.2","63.6","4.3","1236"
"","Karnataka","6973","400","138.6","14.3","1.0","785"
"","Kerala","3128","250","57.7","23.6","2.3","337"
"","Tamil Nadu","12437","0","254.3","67.7","3.0","346"
"","Pondy","296","0","5.9","6.3","-0.4","33"
"ER","Bihar","2083","350","43.6","41.1","0.3","210"
"","DVC","2711","0","59.1","-9.1","-2.3","70"
"","Jharkhand","880","150","18.0","11.1","0.9","100"
"","Odisha","3566","0","74.4","6.8","-0.1","180"
"","West Bengal","7026","0","135.7","48.8","3.8","250"
"","Sikkim","87","0","1.2","1.1","0.1","25"
"NER","Arunachal Pradesh","103","2","1.7","2.2","-0.5","6"
"","Assam","1159","221","21.6","13.9","1.2","182"
"","Manipur","122","2","2.0","2.3","-0.3","26"
"","Meghalaya","257","7","4.0","-0.3","-0.4","100"
"","Mizoram","74","1","1.1","1.2","-0.4","17"
"","Nagaland","106","2","1.8","1.7","-0.5","22"
"","Tripura","214","6","3.2","1.4","-0.1","74"
