"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","46681","38275","32010","14937","1861","133764"
"Peak Shortage (MW)","4318","1017","1150","750","427","7662"
"Energy Met (MU)","1073","876","735","332","36","3052"
"Hydro Gen(MU)","295","70","114","83","25","587"
"Wind Gen(MU)","11","18","50","----------","----------","79"
