"","NR","WR","SR","ER","NER"
"Schedule(MU)","121.2","-105.5","39.1","-54.8","-0.1"
"Actual(MU)","135.9","-128.8","42.6","-54.3","-1.9"
"O/D/U/D(MU)","14.7","-23.3","3.5","0.5","-1.8"
