"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","176.0","-186.9","71.8","-64.0","6.2","3.0"
"Actual(MU)","167.6","-187.6","69.5","-54.7","6.3","1.0"
"O/D/U/D(MU)","-8.4","-0.7","-2.3","9.3","0.1","-2.0"
