"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","681","1224","571","372","7","2854"
"Hydro","253","43","96","125","28","545"
"Nuclear","23","27","36","0","0","86"
"Gas, Naptha & Diesel","31","73","25","0","24","153"
"RES (Wind, Solar, Biomass & Others)","49","46","178","0","0","272"
"Total","1037","1412","906","497","59","3911"
