"Share of RES in total generation (%)","5.00","4.35","20.27","0.38","0.07","7.53"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.04","14.80","45.06","25.16","33.49","29.59"
