"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5615","0","99.1","43.1","-0.5","149"
"","Haryana","6511","0","119.3","56.9","-2.0","82"
"","Rajasthan","9959","0","210.8","63.0","-1.6","105"
"","Delhi","3543","0","61.2","43.3","0.6","304"
"","UP","9749","2650","227.5","95.6","0.0","299"
"","Uttarakhand","1871","0","34.8","24.0","1.1","183"
"","HP","1398","0","24.5","19.8","0.4","108"
"","J&K","2036","359","42.8","36.1","2.1","237"
"","Chandigarh","210","0","3.6","3.7","0.3","17"
"WR","Chhattisgarh","3305","96","72.5","19.4","-0.3","414"
"","Gujarat","11904","0","264.5","64.0","3.4","311"
"","MP","8593","0","168.8","88.6","-2.2","250"
"","Maharashtra","17595","667","370.5","123.9","-1.6","937"
"","Goa","422","0","8.4","7.6","0.2","62"
"","DD","281","0","6.3","6.4","-0.1","17"
"","DNH","615","0","14.4","15.2","-0.6","1"
"","Essar steel","302","0","5.6","6.2","-0.6","20"
"SR","Andhra Pradesh","6279","11","143.6","29.3","1.4","310"
"","Telangana","6281","300","139.0","73.8","4.6","300"
"","Karnataka","9082","600","197.5","31.0","3.5","398"
"","Kerala","3391","125","64.8","43.9","2.2","218"
"","Tamil Nadu","12490","752","274.2","106.5","1.0","405"
"","Pondy","316","0","6.2","6.2","0.0","23"
"ER","Bihar","2810","0","52.9","51.2","-0.7","250"
"","DVC","2403","0","55.9","-15.9","-0.4","200"
"","Jharkhand","1022","0","22.2","9.9","-0.9","70"
"","Odisha","3360","0","60.6","19.6","1.0","300"
"","West Bengal","6343","0","120.3","18.1","3.0","230"
"","Sikkim","91","0","1.8","1.2","0.6","25"
"NER","Arunachal Pradesh","107","3","2.0","1.3","0.6","47"
"","Assam","1135","147","19.4","13.2","1.1","167"
"","Manipur","125","5","1.7","2.0","-0.4","58"
"","Meghalaya","314","1","5.3","4.8","-0.8","61"
"","Mizoram","83","2","1.1","0.9","0.2","28"
"","Nagaland","108","7","2.1","1.5","0.6","35"
"","Tripura","170","34","2.8","0.3","0.5","55"
