"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10654","0","240.7","136.8","0.3","237","0.0"
"","Haryana","8908","24","191.5","131.1","3.3","479","0.0"
"","Rajasthan","8644","97","184.5","71.5","2.4","582","0.0"
"","Delhi","6180","0","126.5","105.8","1.0","233","0.0"
"","UP","16530","880","370.0","170.5","4.4","532","12.8"
"","Uttarakhand","1917","0","41.1","13.2","0.0","139","0.0"
"","HP","1290","0","27.6","-0.3","3.2","214","0.1"
"","J&K","1927","482","40.4","15.7","-1.3","134","9.6"
"","Chandigarh","302","0","6.2","6.6","-0.4","8","0.0"
"WR","Chhattisgarh","3003","0","71.6","13.9","0.6","432","0.4"
"","Gujarat","12498","0","279.2","78.3","0.7","455","0.0"
"","MP","6702","0","145.8","95.0","-2.9","253","0.0"
"","Maharashtra","16429","0","373.4","95.5","1.9","643","0.0"
"","Goa","410","0","8.8","7.9","0.4","87","0.0"
"","DD","301","0","6.7","6.1","0.5","58","0.0"
"","DNH","730","0","16.7","16.9","-0.2","26","0.0"
"","Essar steel","453","0","8.4","8.1","0.3","251","0.0"
"SR","Andhra Pradesh","6419","0","138.7","21.4","3.0","465","0.0"
"","Telangana","5804","0","126.9","53.3","-2.3","228","0.0"
"","Karnataka","7510","0","155.2","56.3","-0.6","467","0.0"
"","Kerala","3010","0","54.8","40.6","0.9","408","0.0"
"","Tamil Nadu","13729","0","297.6","119.4","-5.0","406","0.0"
"","Pondy","346","0","7.2","7.6","-0.4","52","0.0"
"ER","Bihar","4177","0","82.9","81.3","-0.1","100","0.0"
"","DVC","2932","0","64.8","-30.3","0.1","137","0.0"
"","Jharkhand","987","0","22.2","17.2","1.0","70","0.0"
"","Odisha","3839","0","75.0","14.2","1.6","380","0.0"
"","West Bengal","7758","0","146.4","44.6","0.6","230","0.0"
"","Sikkim","61","0","1.0","1.1","-0.1","5","0.0"
"NER","Arunachal Pradesh","78","3","1.9","2.8","-0.8","6","0.0"
"","Assam","1570","107","29.1","22.0","1.8","186","1.0"
"","Manipur","127","2","2.3","2.3","0.0","7","0.0"
"","Meghalaya","251","0","4.8","-0.1","0.0","138","0.0"
"","Mizoram","67","1","1.2","1.1","0.0","18","0.0"
"","Nagaland","105","4","2.3","2.4","-0.4","26","0.0"
"","Tripura","254","6","4.4","2.9","-0.4","103","0.0"
