"","NR","WR","SR","ER","NER","All India"
"Coal","617","1061","474","440","14","2605"
"Lignite","18","15","48","0","0","81"
"Hydro","377","12","33","91","19","532"
"Nuclear","27","26","55","0","0","108"
"Gas, Naptha & Diesel","34","39","13","0","29","114"
"RES (Wind, Solar, Biomass & Others)","88","145","299","2","0","534"
"Total","1160","1298","921","532","62","3973"
