"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","33504","37952","29765","14969","1769","117959"
"Peak Shortage (MW)","1760","567","2792","200","213","5532"
"Energy Met (MU)","725","885","663","290","32","2594"
"Hydro Gen(MU)","108","81","92","30","9","320"
"Wind Gen(MU)","1","13","9","----------","----------","23"
