"","NR","WR","SR","ER","NER"
"Schedule(MU)","64.5","-25.6","42.4","-88.5","7.1"
"Actual(MU)","74.3","-35.0","42.3","-87.0","8.2"
"O/D/U/D(MU)","9.8","-9.4","-0.1","1.5","1.1"
