"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","193.4","-197.4","77.1","-72.4","4.3","5.0"
"Actual(MU)","190.8","-195.8","66.4","-73.3","6.1","-5.8"
"O/D/U/D(MU)","-2.7","1.6","-10.7","-0.9","1.8","-10.8"
