"","NR","WR","SR","ER","NER"
"Schedule(MU)","92.0","-49.7","53.3","-98.2","5.7"
"Actual(MU)","80.7","-48.6","53.2","-81.9","1.7"
"O/D/U/D(MU)","-11.3","1.1","-0.1","16.3","-4.0"
