"","NR","WR","SR","ER","NER"
"Schedule(MU)","121.2","-83.6","40.9","-87.8","7.8"
"Actual(MU)","112.4","-85.2","42.7","-79.1","11.6"
"O/D/U/D(MU)","-8.8","-1.6","1.8","8.7","3.8"
