"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.70","6.70","0.00","23.68","42.85","33.47"
"SR GRID","0.00","0.70","6.70","0.00","23.68","42.85","33.47"
