"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","615","1188","634","430","5","2872"
"Hydro","199","28","58","63","16","364"
"Nuclear","26","18","46","0","0","90"
"Gas, Naptha & Diesel","41","58","18","0","19","136"
"RES (Wind, Solar, Biomass & Others)","44","123","134","1","0","302"
"Total","925","1416","890","494","40","3764"
