"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4794","0","89.6","44.9","0.6","164"
"","Haryana","6294","0","112.5","52.6","-1.6","419"
"","Rajasthan","10004","0","208.0","78.7","5.6","393"
"","Delhi","3895","0","64.6","41.6","-1.8","223"
"","UP","10256","2765","223.8","75.9","0.3","396"
"","Uttarakhand","1705","38","33.1","23.8","1.9","327"
"","HP","1310","0","25.6","20.7","0.3","169"
"","J&K","1915","338","42.3","34.5","3.0","244"
"","Chandigarh","210","0","3.9","3.5","0.3","47"
"WR","Chhattisgarh","2797","19","57.2","11.8","-4.3","188"
"","Gujarat","11767","0","253.1","56.2","-0.6","331"
"","MP","6292","0","124.5","67.8","-1.1","415"
"","Maharashtra","16217","61","332.3","75.8","3.5","939"
"","Goa","399","0","7.6","7.5","-0.5","69"
"","DD","243","0","5.4","5.6","-0.2","23"
"","DNH","653","0","15.1","15.0","-0.1","8"
"","Essar steel","282","0","5.9","6.0","-0.1","34"
"SR","Andhra Pradesh","6044","50","135.8","16.5","2.7","450"
"","Telangana","6085","0","125.2","71.4","2.7","207"
"","Karnataka","8353","400","175.0","31.2","2.6","375"
"","Kerala","3144","125","58.0","43.7","2.0","211"
"","Tamil Nadu","10842","1361","243.8","93.4","2.3","474"
"","Pondy","291","0","5.7","5.6","0.0","38"
"ER","Bihar","2490","200","49.3","49.9","-6.5","225"
"","DVC","2283","0","51.6","-16.8","-1.1","325"
"","Jharkhand","1027","0","20.5","10.4","-0.5","105"
"","Odisha","3361","0","61.9","19.5","1.7","435"
"","West Bengal","5593","13","98.0","13.4","1.1","396"
"","Sikkim","126","0","1.6","1.2","0.3","30"
"NER","Arunachal Pradesh","108","6","1.8","1.3","0.5","49"
"","Assam","1204","63","21.9","13.4","3.4","161"
"","Manipur","126","7","2.4","2.2","0.2","56"
"","Meghalaya","261","1","5.4","5.0","-0.9","41"
"","Mizoram","76","3","1.2","1.0","0.2","28"
"","Nagaland","114","4","2.3","1.6","0.2","23"
"","Tripura","204","0","2.9","0.5","0.1","30"
