"Share of RES in total generation (%)","7.34","8.04","22.03","0.41","0.07","9.93"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.42","13.26","34.37","11.58","26.97","23.68"
