"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.5","-110.3","57.8","-46.9","0.0"
"Actual(MU)","106.2","-124.0","63.3","-46.8","1.8"
"O/D/U/D(MU)","6.7","-13.7","5.5","0.1","1.8"
