"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9064","0","205.9","120.0","0.9","157"
"","Haryana","7478","0","159.1","104.0","-2.1","80"
"","Rajasthan","7007","0","154.6","33.2","-0.5","255"
"","Delhi","4818","4","97.3","74.7","-0.5","296"
"","UP","10831","3195","244.2","117.9","0.0","292"
"","Uttarakhand","1534","0","30.2","13.8","-0.3","89"
"","HP","1097","0","23.2","-1.6","3.1","394"
"","J&K","1797","100","28.6","19.3","-1.2","112"
"","Chandigarh","222","0","4.5","4.8","-0.2","18"
"WR","Chhattisgarh","2942","130","67.8","21.5","-0.7","199"
"","Gujarat","9738","0","218.6","34.6","-2.6","428"
"","MP","5894","0","116.8","69.3","-0.2","350"
"","Maharashtra","15302","52","339.6","84.2","1.1","344"
"","Goa","307","0","6.7","7.3","-1.0","10"
"","DD","273","0","6.2","5.6","0.6","76"
"","DNH","614","0","14.3","15.0","-0.7","208"
"","Essar steel","221","0","4.3","6.2","-1.8","11"
"SR","Andhra Pradesh","6017","0","132.4","36.6","1.0","278"
"","Telangana","5626","0","125.8","69.8","3.4","404"
"","Karnataka","7220","300","143.2","12.3","0.9","430"
"","Kerala","2855","0","51.0","24.9","2.1","257"
"","Tamil Nadu","11898","0","266.9","77.3","2.8","384"
"","Pondy","303","0","6.3","6.4","0.0","24"
"ER","Bihar","2345","500","49.8","45.8","1.6","300"
"","DVC","2454","0","56.7","-6.9","2.5","350"
"","Jharkhand","916","0","19.5","13.9","-1.3","40"
"","Odisha","3529","0","69.9","27.3","3.9","300"
"","West Bengal","6729","0","139.9","35.6","3.4","290"
"","Sikkim","85","0","1.1","1.1","0.0","25"
"NER","Arunachal Pradesh","100","5","1.6","1.7","-0.1","21"
"","Assam","1127","182","24.6","15.6","4.5","193"
"","Manipur","117","3","1.6","2.2","-0.6","21"
"","Meghalaya","262","3","4.3","1.0","-0.3","72"
"","Mizoram","72","3","1.1","1.2","-0.4","14"
"","Nagaland","106","2","1.6","1.6","-0.2","32"
"","Tripura","205","1","2.5","1.7","-0.6","38"
