"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.02","6.53","6.55","69.11","24.34"
"SR GRID","0.00","0.00","0.02","6.53","6.55","69.11","24.34"
