"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.8","-75.7","23.1","-51.5","4.7"
"Actual(MU)","86.0","-82.4","29.1","-44.2","6.5"
"O/D/U/D(MU)","-8.8","-6.7","6.0","7.3","1.8"
