"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.1","-85.4","8.6","-60.6","5.8"
"Actual(MU)","123.5","-86.4","9.4","-59.9","7.2"
"O/D/U/D(MU)","-3.6","-1.0","0.8","0.7","1.4"
