"Share of RES in total generation (%)","6.08","10.08","33.92","0.23","0.05","12.60"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.55","13.30","45.27","17.04","44.84","28.52"
