"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.0","-115.2","49.2","-72.9","8.1"
"Actual(MU)","127.4","-126.6","52.9","-64.8","11.2"
"O/D/U/D(MU)","-4.6","-11.4","3.7","8.1","3.1"
