"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.09","2.71","12.51","15.31","56.74","27.95"
"SR GRID","0.00","0.09","2.71","12.51","15.31","56.74","B. Frequency Profile (%)27.95"
