"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9424","0","210.5","125.6","-0.6","226"
"","Haryana","7869","0","159.6","132.5","-1.8","94"
"","Rajasthan","7496","0","167.0","60.5","-0.7","344"
"","Delhi","5009","0","103.0","90.7","-1.4","148"
"","UP","12236","4265","279.5","143.6","4.1","421"
"","Uttarakhand","1795","155","35.7","10.8","1.4","188"
"","HP","1302","0","25.9","0.7","1.9","185"
"","J&K","1848","462","34.1","19.0","0.3","253"
"","Chandigarh","291","0","5.7","6.3","-0.8","8"
"WR","Chhattisgarh","3264","96","75.0","30.2","0.2","193"
"","Gujarat","12194","0","271.4","68.2","-2.4","622"
"","MP","6370","0","136.9","71.1","-2.2","348"
"","Maharashtra","17000","28","370.1","112.1","-0.6","360"
"","Goa","367","0","7.8","7.2","0.0","-11"
"","DD","294","0","6.6","6.6","-0.1","26"
"","DNH","719","0","16.2","16.4","-0.2","39"
"","Essar steel","377","0","7.1","7.6","-0.5","117"
"SR","Andhra Pradesh","5925","0","138.1","20.4","3.8","443"
"","Telangana","6114","0","133.4","88.6","-4.3","189"
"","Karnataka","7370","1300","161.9","31.7","4.2","703"
"","Kerala","3317","0","61.6","35.5","1.5","226"
"","Tamil Nadu","13246","0","293.0","96.1","2.4","494"
"","Pondy","335","0","7.0","7.0","0.0","28"
"ER","Bihar","3086","0","65.3","63.7","-0.2","230"
"","DVC","2614","0","60.9","-15.3","0.2","80"
"","Jharkhand","1060","0","23.0","13.4","0.3","70"
"","Odisha","4041","0","79.5","20.4","1.0","280"
"","West Bengal","7687","0","146.5","58.7","0.8","150"
"","Sikkim","83","0","1.1","1.1","0.3","25"
"NER","Arunachal Pradesh","93","1","1.1","2.0","-0.9","21"
"","Assam","1275","202","27.5","17.2","4.8","230"
"","Manipur","129","1","2.2","2.1","0.1","46"
"","Meghalaya","275","1","4.8","1.4","-0.7","61"
"","Mizoram","74","1","1.2","1.2","0.0","18"
"","Nagaland","103","2","1.7","1.7","-0.1","20"
"","Tripura","258","2","3.4","1.2","0.2","107"
