"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4827","0","96.6","38.3","2.4","195"
"","Haryana","5359","0","102.8","31.2","2.4","570"
"","Rajasthan","8758","0","185.9","80.0","-1.8","319"
"","Delhi","2994","0","55.8","36.8","-0.6","212"
"","UP","9144","2275","203.3","76.0","0.8","319"
"","Uttarakhand","1550","75","28.2","18.6","0.8","224"
"","HP","1276","0","23.3","16.2","1.3","146"
"","J&K","1785","100","37.4","28.1","1.8","244"
"","Chandigarh","178","0","3.3","3.1","0.2","28"
"WR","Chhattisgarh","2770","7","57.7","10.6","-5.2","334"
"","Gujarat","11747","36","251.2","51.8","-3.1","361"
"","MP","9807","0","195.0","116.1","-5.4","393"
"","Maharashtra","18580","517","358.6","116.9","0.8","390"
"","Goa","364","10","8.4","7.4","0.4","57"
"","DD","244","0","5.9","6.6","-0.7","60"
"","DNH","626","0","14.5","14.4","0.0","68"
"","Essar steel","378","0","8.0","8.1","0.0","51"
"SR","Andhra Pradesh","10380","0","226.3","80.8","2.4","361"
"","Karnataka","7420","600","160.4","16.4","1.1","279"
"","Kerala","2948","650","58.4","26.3","3.2","290"
"","Tamil Nadu","10070","2171","225.7","67.7","4.0","436"
"","Pondy","281","20","5.8","5.7","0.0","42"
"ER","Bihar","2156","500","36.6","32.3","1.9","200"
"","DVC","2420","0","53.0","-13.4","-1.5","230"
"","Jharkhand","960","0","21.5","9.8","0.3","180"
"","Odisha","3338","0","62.8","2.2","0.2","430"
"","West Bengal","5937","2","100.5","8.4","5.7","400"
"","Sikkim","79","0","1.4","1.2","0.1","15"
"NER","Arunachal Pradesh","110","5","1.7","1.1","0.5","51"
"","Assam","1138","27","19.2","11.5","2.3","142"
"","Manipur","111","4","1.4","1.6","-0.2","42"
"","Meghalaya","275","5","4.7","2.5","0.2","58"
"","Mizoram","63","1","1.3","0.9","0.1","24"
"","Nagaland","87","8","1.5","1.2","0.0","25"
"","Tripura","190","8","3.3","0.1","0.7","55"
