"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.9","-82.8","46.3","-68.9","7.6"
"Actual(MU)","99.2","-94.5","52.4","-68.3","9.6"
"O/D/U/D(MU)","-3.7","-11.7","6.1","0.6","2.0"
