"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4479","0","86.6","38.4","-2.0","190"
"","Haryana","5547","0","99.4","62.5","-0.1","225"
"","Rajasthan","9716","0","199.5","72.8","0.7","370"
"","Delhi","3000","2","54.3","39.9","0.2","164"
"","UP","10162","880","230.3","112.7","-0.5","427"
"","Uttarakhand","1623","0","32.0","24.7","1.4","206"
"","HP","1181","0","22.1","17.7","-0.6","52"
"","J&K","1962","490","41.4","31.9","0.6","198"
"","Chandigarh","162","0","3.0","3.1","0.3","19"
"WR","Chhattisgarh","3052","96","65.5","18.9","-0.7","168"
"","Gujarat","12068","21","262.0","58.0","-3.1","449"
"","MP","10203","0","218.8","131.1","-2.9","488"
"","Maharashtra","17938","21","381.0","97.3","0.2","521"
"","Goa","420","0","8.4","7.1","0.9","103"
"","DD","276","0","6.2","6.2","0.1","57"
"","DNH","655","0","14.8","15.3","-0.5","0"
"","Essar steel","277","0","5.6","6.9","-1.4","160"
"SR","Andhra Pradesh","5125","0","105.3","14.5","-2.1","400"
"","Telangana","5430","0","121.1","69.5","-2.0","554"
"","Karnataka","6978","800","145.6","23.9","0.5","368"
"","Kerala","3007","100","57.0","41.1","2.5","521"
"","Tamil Nadu","9277","0","198.3","83.0","2.4","452"
"","Pondy","224","0","4.6","4.9","-0.2","34"
"ER","Bihar","3210","100","62.6","61.2","-1.1","80"
"","DVC","2411","0","56.8","-8.8","-0.5","100"
"","Jharkhand","1085","0","23.4","11.4","-0.3","0"
"","Odisha","3576","0","71.3","24.6","2.5","410"
"","West Bengal","5677","7","105.6","22.3","1.8","250"
"","Sikkim","88","0","1.3","1.2","0.1","25"
"NER","Arunachal Pradesh","111","2","2.0","1.6","0.4","34"
"","Assam","1221","33","21.0","14.9","1.1","205"
"","Manipur","151","1","2.4","2.6","-0.2","26"
"","Meghalaya","302","1","5.0","4.5","-0.6","18"
"","Mizoram","84","4","1.3","1.2","0.1","31"
"","Nagaland","105","4","1.9","1.6","0.2","37"
"","Tripura","213","3","3.3","1.0","0.5","34"
