"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","540","1065","338","381","4","2328"
"Hydro","333","16","122","93","23","587"
"Nuclear","27","27","24","0","0","78"
"Gas, Naptha & Diesel","18","42","24","0","26","110"
"RES (Wind, Solar, Biomass & Others)","80","166","284","1","0","530"
"Total","997","1316","793","474","53","3633"
