"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.97","3.67","21.35","38.05","49.89","12.06"
"SR GRID","0.00","1.97","3.67","21.35","38.05","49.89","B. Frequency Profile (%)12.06"
