"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.3","0.0","90.8","9.2"
"SR GRID","0.0","0.0","0.0","0.1","0.0","66.8","33.2"
