"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.3","-46.6","37.5","-93.6","6.4"
"Actual(MU)","84.4","-45.4","37.9","-86.5","12.3"
"O/D/U/D(MU)","-11.8","1.2","0.4","7.1","5.9"
