"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.41","9.35","9.76","75.09","15.15"
"SR GRID","0.00","0.00","0.41","9.35","9.76","75.09","15.15"
