"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","42847","43293","38183","20670","2393","147385"
"Peak Shortage (MW)","1214","67","15","430","121","1846"
"Energy Met (MU)","917","1010","835","394","39","3195"
"Hydro Gen(MU)","148","18","89","74","25","354"
"Wind Gen(MU)","6","46","36","----------","----------","88"
"Solar Gen (MU)*","1.27","16.56","28.90","0.70","0.03","47"
"Energy Shortage (MU)","14.0","0.0","0.0","1.3","1.1","16.4"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","44122","43807","38711","20549","2389","148555"
