"","NR","WR","SR","ER","NER","All India"
"Coal","426","1221","559","464","10","2679"
"Lignite","19","16","44","0","0","79"
"Hydro","141","33","110","28","6","317"
"Nuclear","24","37","45","0","0","105"
"Gas, Naptha & Diesel","33","70","17","0","15","136"
"RES (Wind, Solar, Biomass & Others)","81","110","159","2","0","351"
"Total","723","1486","933","493","31","3667"
