"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34058","38392","29412","15689","1465","119016"
"Peak Shortage (MW)","1600","646","4924","84","460","7714"
"Energy Met (MU)","748","876","695","332","27","2677"
"Hydro Gen(MU)","171","40","59","46","4","320"
"Wind Gen(MU)","6","29","10","----------","----------","46"
